DEBUG: General     , 1634577473054> LoggerManager.init                  > Initializing...
LOG  : General     , 1634577499150> Base.BookFirstAid5: Icon, book_gold_FirstAid5
LOG  : General     , 1634577499150> Base.BookForaging1: Icon, book_gold_Foraging1
LOG  : General     , 1634577499150> Base.BookForaging2: Icon, book_gold_Foraging2
LOG  : General     , 1634577499150> Base.BookForaging3: Icon, book_gold_Foraging3
LOG  : General     , 1634577499151> Base.BookForaging4: Icon, book_gold_Foraging4
LOG  : General     , 1634577499151> Base.BookForaging5: Icon, book_gold_Foraging5
LOG  : General     , 1634577499151> Base.BookMechanic1: Icon, book_gold_Mechanic1
LOG  : General     , 1634577499151> Base.BookMechanic2: Icon, book_gold_Mechanic2
LOG  : General     , 1634577499151> Base.BookMechanic3: Icon, book_gold_Mechanic3
LOG  : General     , 1634577499152> Base.BookMechanic4: Icon, book_gold_Mechanic4
LOG  : General     , 1634577499152> Base.BookMechanic5: Icon, book_gold_Mechanic5
LOG  : General     , 1634577499152> Base.BookMetalWelding1: Icon, book_gold_MetalWelding1
LOG  : General     , 1634577499152> Base.BookMetalWelding2: Icon, book_gold_MetalWelding2
LOG  : General     , 1634577499153> Base.BookMetalWelding3: Icon, book_gold_MetalWelding3
LOG  : General     , 1634577499153> Base.BookMetalWelding4: Icon, book_gold_MetalWelding4
LOG  : General     , 1634577499153> Base.BookMetalWelding5: Icon, book_gold_MetalWelding5
LOG  : General     , 1634577499153> Base.BookBlacksmith1: Icon, book_gold_Blacksmith1
LOG  : General     , 1634577499154> Base.BookBlacksmith2: Icon, book_gold_Blacksmith2
LOG  : General     , 1634577499154> Base.BookBlacksmith3: Icon, book_gold_Blacksmith3
LOG  : General     , 1634577499154> Base.BookBlacksmith4: Icon, book_gold_Blacksmith4
LOG  : General     , 1634577499154> Base.BookBlacksmith5: Icon, book_gold_Blacksmith5
LOG  : General     , 1634577499154> Base.BookTailoring1: Icon, book_gold_Tailoring1
LOG  : General     , 1634577499155> Base.BookTailoring2: Icon, book_gold_Tailoring2
LOG  : General     , 1634577499155> Base.BookTailoring3: Icon, book_gold_Tailoring3
LOG  : General     , 1634577499155> Base.BookTailoring4: Icon, book_gold_Tailoring4
LOG  : General     , 1634577499155> Base.BookTailoring5: Icon, book_gold_Tailoring5
LOG  : General     , 1634577499156> Base.BookTrapping1: Icon, book_gold_Trapping1
LOG  : General     , 1634577499156> Base.BookTrapping2: Icon, book_gold_Trapping2
LOG  : General     , 1634577499156> Base.BookTrapping3: Icon, book_gold_Trapping3
LOG  : General     , 1634577499156> Base.BookTrapping4: Icon, book_gold_Trapping4
LOG  : General     , 1634577499157> Base.BookTrapping5: Icon, book_gold_Trapping5
LOG  : General     , 1634577499157> Base.Crowbar: Tooltip, Tooltip_Crowbar_FMJ
LOG  : General     , 1634577499157> Base.Screwdriver: Tooltip, Tooltip_Screwdriver_FMJ
LOG  : General     , 1634577499157> farming.RemouladeFull: Spice, true
LOG  : General     , 1634577499157> farming.RemouladeFull: EvolvedRecipe, Stew:2;Pie:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Sandwich:2;Burger:2;Salad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2
LOG  : General     , 1634577499157> farming.RemouladeFull: Carbohydrates, 0
LOG  : General     , 1634577499157> farming.RemouladeFull: Proteins, 0
LOG  : General     , 1634577499157> farming.RemouladeFull: Lipids, 50
LOG  : General     , 1634577499158> farming.RemouladeFull: Calories, 150
LOG  : General     , 1634577499158> farming.RemouladeHalf: Spice, true
LOG  : General     , 1634577499158> farming.RemouladeHalf: EvolvedRecipe, Stew:2;Pie:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Sandwich:2;Burger:2;Salad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2
LOG  : General     , 1634577499158> farming.RemouladeHalf: Carbohydrates, 0
LOG  : General     , 1634577499158> farming.RemouladeHalf: Proteins, 0
LOG  : General     , 1634577499158> farming.RemouladeHalf: Lipids, 50
LOG  : General     , 1634577499158> farming.RemouladeHalf: Calories, 150
LOG  : General     , 1634577499158> Base.Wine: Spice, true
LOG  : General     , 1634577499159> Base.Wine: EvolvedRecipe, Stew:2;Pie:2;Cake:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Salad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2
LOG  : General     , 1634577499159> Base.Wine2: Spice, true
LOG  : General     , 1634577499159> Base.Wine2: EvolvedRecipe, Stew:2;Pie:2;Cake:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Salad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2
LOG  : General     , 1634577499159> Base.WhiskeyFull: Spice, true
LOG  : General     , 1634577499159> Base.WhiskeyFull: EvolvedRecipe, Stew:2;Pie:2;Cake:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2
LOG  : General     , 1634577499159> Base.Lemon: EvolvedRecipe, Cake:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499159> Base.BerryBlack: EvolvedRecipe, Cake:10;Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499160> Base.BerryBlue: EvolvedRecipe, Cake:10;Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499160> Base.BerryGeneric1: EvolvedRecipe, Cake:5;Salad:5;FruitSalad:5;OatmealEvolved:5
LOG  : General     , 1634577499160> Base.BerryGeneric2: EvolvedRecipe, Cake:10;Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499160> Base.BerryGeneric3: EvolvedRecipe, Cake:5;Salad:5;FruitSalad:5;OatmealEvolved:5
LOG  : General     , 1634577499160> Base.BerryGeneric4: EvolvedRecipe, Cake:10;Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499160> Base.BerryGeneric5: EvolvedRecipe, Cake:10;Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499160> Base.Peach: EvolvedRecipe, Cake:6;FruitSalad:6;OatmealEvolved:6
LOG  : General     , 1634577499160> Base.Pineapple: EvolvedRecipe, Cake:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499161> Base.Cherry: EvolvedRecipe, Cake:3;FruitSalad:3;OatmealEvolved:3
LOG  : General     , 1634577499161> Base.Watermelon: EvolvedRecipe, Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499161> Base.WatermelonSliced: EvolvedRecipe, Salad:100;FruitSalad:100;OatmealEvolved:100
LOG  : General     , 1634577499161> Base.WatermelonSmashed: EvolvedRecipe, Salad:100;FruitSalad:100;OatmealEvolved:100
LOG  : General     , 1634577499161> Base.Grapes: EvolvedRecipe, Cake:15;Salad:15;FruitSalad:15;OatmealEvolved:15
LOG  : General     , 1634577499161> Base.Orange: EvolvedRecipe, Cake:8;FruitSalad:8;OatmealEvolved:8
LOG  : General     , 1634577499161> Base.Apple: EvolvedRecipe, Cake:8;Salad:8;FruitSalad:8;OatmealEvolved:8
LOG  : General     , 1634577499162> Base.Banana: EvolvedRecipe, Cake:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499162> Base.Milk: EvolvedRecipe, HotDrink:2;CommonMallowTeaEvolved:2;LemonGrassTeaEvolved:2;BlackSageTeaEvolved:2;GinsengTeaEvolved:2;EnergizingTeaEvolved:2;MedicinalTeaEvolved:2
LOG  : General     , 1634577499162> farming.Milk: EvolvedRecipe, HotDrink:2;OatmealEvolved:2
LOG  : General     , 1634577499162> Base.Butter: EvolvedRecipe, Sandwich:5;Stir fry Griddle Pan:5;Stir fry:5;Roasted Vegetables:5;PastaPot:5;PastaPan:5;OatmealEvolved:5
LOG  : General     , 1634577499162> Base.Peanuts: EvolvedRecipe, RicePot:8;RicePan:8;Salad:8;FruitSalad:8;OatmealEvolved:8
LOG  : General     , 1634577499162> Base.Honey: EvolvedRecipe, HotDrink:5;CommonMallowTeaEvolved:5;LemonGrassTeaEvolved:5;BlackSageTeaEvolved:5;GinsengTeaEvolved:5;EnergizingTeaEvolved:5;MedicinalTeaEvolved:5
LOG  : General     , 1634577499162> Base.Modjeska: EvolvedRecipe, Salad:10;FruitSalad:10;OatmealEvolved:10
LOG  : General     , 1634577499163> Base.Ham: EvolvedRecipe, Sandwich:10;Burger:10;Salad:10;RicePot:10;RicePan:10;PastaPot:10;PastaPan:10;Stir fry:10;Stir fry Griddle Pan:10
LOG  : General     , 1634577499163> Base.Sugar: EvolvedRecipe, HotDrink:1;CommonMallowTeaEvolved:1;LemonGrassTeaEvolved:1;BlackSageTeaEvolved:1;GinsengTeaEvolved:1;EnergizingTeaEvolved:1;MedicinalTeaEvolved:1
LOG  : General     , 1634577499163> Base.CommonMallow: HungerChange, -2
LOG  : General     , 1634577499163> Base.CommonMallow: Carbohydrates, 6
LOG  : General     , 1634577499163> Base.CommonMallow: Proteins, 2
LOG  : General     , 1634577499163> Base.CommonMallow: Lipids, 1
LOG  : General     , 1634577499163> Base.CommonMallow: Calories, 36
LOG  : General     , 1634577499163> Base.CommonMallow: FoodType, Herbal
LOG  : General     , 1634577499164> Base.CommonMallow: EvolvedRecipe, Soup:2;Stew:2;Pie:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2
LOG  : General     , 1634577499164> Base.CommonMallow: IsCookable, True
LOG  : General     , 1634577499164> Base.CommonMallow: MinutesToCook, 120
LOG  : General     , 1634577499164> Base.CommonMallow: MinutesToBurn, 150
LOG  : General     , 1634577499164> Base.CommonMallow: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499164> Base.CommonMallow: DaysFresh, 7
LOG  : General     , 1634577499164> Base.CommonMallow: DaysTotallyRotten, 30
LOG  : General     , 1634577499164> Base.LemonGrass: Spice, True
LOG  : General     , 1634577499165> Base.LemonGrass: FoodType, Herbal
LOG  : General     , 1634577499165> Base.LemonGrass: EvolvedRecipe, Soup:1;Stew:1;Pie:1;Cake:1;Stir fry:1;Stir fry Griddle Pan:1;Roasted Vegetables:1;Sandwich:1;Burger:1;Salad:1;FruitSalad:1;PastaPan:1;RicePan:1;PastaPot:1;RicePot:1;AAAHotDog:1;AAAChiliDog:1
LOG  : General     , 1634577499165> Base.LemonGrass: IsCookable, True
LOG  : General     , 1634577499165> Base.LemonGrass: MinutesToCook, 120
LOG  : General     , 1634577499165> Base.LemonGrass: MinutesToBurn, 150
LOG  : General     , 1634577499165> Base.LemonGrass: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499165> Base.LemonGrass: DaysFresh, 7
LOG  : General     , 1634577499165> Base.LemonGrass: DaysTotallyRotten, 30
LOG  : General     , 1634577499166> Base.BlackSage: Spice, True
LOG  : General     , 1634577499166> Base.BlackSage: FoodType, Herbal
LOG  : General     , 1634577499166> Base.BlackSage: EvolvedRecipe, Soup:1;Stew:1;Pie:1;Cake:1;Stir fry:1;Stir fry Griddle Pan:1;Roasted Vegetables:1;Burger:1;PastaPan:1;RicePan:1;PastaPot:1;RicePot:1
LOG  : General     , 1634577499166> Base.BlackSage: IsCookable, True
LOG  : General     , 1634577499166> Base.BlackSage: MinutesToCook, 120
LOG  : General     , 1634577499166> Base.BlackSage: MinutesToBurn, 150
LOG  : General     , 1634577499166> Base.BlackSage: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499166> Base.BlackSage: DaysFresh, 7
LOG  : General     , 1634577499166> Base.BlackSage: DaysTotallyRotten, 30
LOG  : General     , 1634577499167> Base.Ginseng: Spice, True
LOG  : General     , 1634577499167> Base.Ginseng: FoodType, Herbal
LOG  : General     , 1634577499167> Base.Ginseng: EvolvedRecipe, Soup:1;Stew:1;Pie:1;Cake:1;Stir fry:1;Stir fry Griddle Pan:1;Roasted Vegetables:1;Salad:1;PastaPan:1;RicePan:1;PastaPot:1;RicePot:1
LOG  : General     , 1634577499167> Base.Ginseng: IsCookable, True
LOG  : General     , 1634577499167> Base.Ginseng: MinutesToCook, 120
LOG  : General     , 1634577499167> Base.Ginseng: MinutesToBurn, 150
LOG  : General     , 1634577499167> Base.Ginseng: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499167> Base.Ginseng: DaysFresh, 7
LOG  : General     , 1634577499168> Base.Ginseng: DaysTotallyRotten, 30
LOG  : General     , 1634577499168> Base.Rosehips: FoodType, Herbal
LOG  : General     , 1634577499168> Base.Rosehips: EvolvedRecipe, Soup:3;Stew:3;Pie:3;Cake:3;Stir fry:3;Stir fry Griddle Pan:3;Roasted Vegetables:3;Burger:3;Salad:3;PastaPan:3;RicePan:3;PastaPot:3;RicePot:3;HotDrink:3;CommonMallowTeaEvolved:3;LemonGrassTeaEvolved:3;BlackSageTeaEvolved:3;GinsengTeaEvolved:3;EnergizingTeaEvolved:3;MedicinalTeaEvolved:3
LOG  : General     , 1634577499168> Base.Rosehips: IsCookable, True
LOG  : General     , 1634577499168> Base.Rosehips: MinutesToCook, 120
LOG  : General     , 1634577499168> Base.Rosehips: MinutesToBurn, 150
LOG  : General     , 1634577499168> Base.Rosehips: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499169> Base.Rosehips: DaysFresh, 7
LOG  : General     , 1634577499169> Base.Rosehips: DaysTotallyRotten, 30
LOG  : General     , 1634577499169> Base.GrapeLeaves: FoodType, Herbal
LOG  : General     , 1634577499169> Base.GrapeLeaves: EvolvedRecipe, Soup:2;Stew:2;Pie:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Burger:2;Salad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2;HotDrink:2;CommonMallowTeaEvolved:2;LemonGrassTeaEvolved:2;BlackSageTeaEvolved:2;GinsengTeaEvolved:2;EnergizingTeaEvolved:2;MedicinalTeaEvolved:2
LOG  : General     , 1634577499169> Base.GrapeLeaves: IsCookable, True
LOG  : General     , 1634577499169> Base.GrapeLeaves: MinutesToCook, 120
LOG  : General     , 1634577499170> Base.GrapeLeaves: MinutesToBurn, 150
LOG  : General     , 1634577499170> Base.GrapeLeaves: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499170> Base.GrapeLeaves: DaysFresh, 7
LOG  : General     , 1634577499170> Base.GrapeLeaves: DaysTotallyRotten, 30
LOG  : General     , 1634577499170> Base.Violets: FoodType, Herbal
LOG  : General     , 1634577499170> Base.Violets: EvolvedRecipe, Soup:2;Stew:2;Pie:2;Cake:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Salad:2;FruitSalad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2;HotDrink:2;CommonMallowTeaEvolved:2;LemonGrassTeaEvolved:2;BlackSageTeaEvolved:2;GinsengTeaEvolved:2;EnergizingTeaEvolved:2;MedicinalTeaEvolved:2
LOG  : General     , 1634577499170> Base.Violets: IsCookable, True
LOG  : General     , 1634577499170> Base.Violets: MinutesToCook, 120
LOG  : General     , 1634577499171> Base.Violets: MinutesToBurn, 150
LOG  : General     , 1634577499171> Base.Violets: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499171> Base.Violets: DaysFresh, 7
LOG  : General     , 1634577499171> Base.Violets: DaysTotallyRotten, 30
LOG  : General     , 1634577499171> Base.WildGarlic: EvolvedRecipe, Soup:1;Stew:1;Pie:1;Stir fry:1;Stir fry Griddle Pan:1;Roasted Vegetables:1;Burger:1;Salad:1;PastaPan:1;RicePan:1;PastaPot:1;RicePot:1;HotDrink:1;CommonMallowTeaEvolved:1;LemonGrassTeaEvolved:1;BlackSageTeaEvolved:1;GinsengTeaEvolved:1
LOG  : General     , 1634577499171> Base.WildGarlic: HungerChange, -1
LOG  : General     , 1634577499171> Base.WildGarlic: Weight, 0.1
LOG  : General     , 1634577499172> Base.WildGarlic: Type, Food
LOG  : General     , 1634577499172> Base.WildGarlic: DisplayName, Wild Garlic
LOG  : General     , 1634577499172> Base.WildGarlic: Icon, WildGarlic
LOG  : General     , 1634577499172> Base.WildGarlic: Tooltip, Tooltip_Garlic
LOG  : General     , 1634577499172> Base.WildGarlic: Proteins, 1
LOG  : General     , 1634577499172> Base.WildGarlic: Carbohydrates, 2
LOG  : General     , 1634577499173> Base.WildGarlic: Lipids, 0
LOG  : General     , 1634577499173> Base.WildGarlic: Calories, 16
LOG  : General     , 1634577499173> Base.WildGarlic: Spice, True
LOG  : General     , 1634577499173> Base.WildGarlic: FoodType, Herbal
LOG  : General     , 1634577499173> Base.WildGarlic: CantBeFrozen, False
LOG  : General     , 1634577499173> Base.WildGarlic: MinutesToCook, 120
LOG  : General     , 1634577499173> Base.WildGarlic: MinutesToBurn, 150
LOG  : General     , 1634577499173> Base.WildGarlic: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499174> Base.WildGarlic: IsCookable, True
LOG  : General     , 1634577499174> Base.WildGarlic: DaysFresh, 7
LOG  : General     , 1634577499174> Base.WildGarlic: DaysTotallyRotten, 30
LOG  : General     , 1634577499174> Base.LemonGrassDried: EvolvedRecipe, Soup:1;Stew:1;Pie:1;Cake:1;Stir fry:1;Stir fry Griddle Pan:1;Roasted Vegetables:1;Sandwich:1;Burger:1;Salad:1;FruitSalad:1;PastaPan:1;RicePan:1;PastaPot:1;RicePot:1;AAAHotDog:1;AAAChiliDog:1
LOG  : General     , 1634577499174> Base.WildGarlicDried: EvolvedRecipe, Soup:1;Stew:1;Pie:1;Stir fry:1;Stir fry Griddle Pan:1;Roasted Vegetables:1;Burger:1;Salad:1;PastaPan:1;RicePan:1;PastaPot:1;RicePot:1;AAAHotDog:1;AAAChiliDog:1
LOG  : General     , 1634577499174> Base.Plantain: HungerChange, -2
LOG  : General     , 1634577499174> Base.Plantain: Weight, 0.1
LOG  : General     , 1634577499175> Base.Plantain: Type, Food
LOG  : General     , 1634577499175> Base.Plantain: DisplayName, Plantain
LOG  : General     , 1634577499175> Base.Plantain: Icon, PlantainPlantago
LOG  : General     , 1634577499175> Base.Plantain: Tooltip, Tooltip_Plantain
LOG  : General     , 1634577499175> Base.Plantain: Carbohydrates, 6
LOG  : General     , 1634577499176> Base.Plantain: Proteins, 2
LOG  : General     , 1634577499176> Base.Plantain: Lipids, 1
LOG  : General     , 1634577499176> Base.Plantain: Calories, 55
LOG  : General     , 1634577499176> Base.Plantain: FoodType, Herbal
LOG  : General     , 1634577499176> Base.Plantain: EvolvedRecipe, Soup:2;Stew:2;Pie:2;Cake:2;Stir fry:2;Stir fry Griddle Pan:2;Roasted Vegetables:2;Burger:2;Salad:2;PastaPan:2;RicePan:2;PastaPot:2;RicePot:2;HotDrink:2;CommonMallowTeaEvolved:2;LemonGrassTeaEvolved:2;BlackSageTeaEvolved:2;GinsengTeaEvolved:2
LOG  : General     , 1634577499176> Base.Plantain: CantBeFrozen, False
LOG  : General     , 1634577499176> Base.Plantain: MinutesToCook, 120
LOG  : General     , 1634577499176> Base.Plantain: MinutesToBurn, 150
LOG  : General     , 1634577499177> Base.Plantain: OnCooked, CookRawHerbOGSN
LOG  : General     , 1634577499177> Base.Plantain: IsCookable, True
LOG  : General     , 1634577499177> Base.Plantain: DaysFresh, 7
LOG  : General     , 1634577499177> Base.Plantain: DaysTotallyRotten, 30
LOG  : General     , 1634577499177> Base.RiceBowl: Icon, RiceBowlOGSN
LOG  : General     , 1634577499177> Base.RiceBowl: DaysFresh, 2
LOG  : General     , 1634577499178> Base.RiceBowl: DaysTotallyRotten, 4
LOG  : General     , 1634577499178> Base.PastaBowl: Icon, PastaBowlOGSN
LOG  : General     , 1634577499178> Base.PastaBowl: DaysFresh, 2
LOG  : General     , 1634577499178> Base.PastaBowl: DaysTotallyRotten, 4
LOG  : General     , 1634577499179> Base.BeanBowl: Icon, BeanBowlOGSN
LOG  : General     , 1634577499179> Base.BeanBowl: UnhappyChange, -5
LOG  : General     , 1634577499179> Base.CerealBowl: Icon, CerealBowlOGSN
LOG  : General     , 1634577499179> Base.Oatmeal: Icon, OatmealBowlOGSN
LOG  : General     , 1634577499180> Base.RamenBowl: Icon, RamenBowlOGSN
LOG  : General     , 1634577499180> Base.SoupBowl: Icon, SoupBowlOGSN
LOG  : General     , 1634577499181> Base.StewBowl: Icon, StewBowlOGSN
LOG  : General     , 1634577499181> Base.PastaPan: DaysFresh, 2
LOG  : General     , 1634577499181> Base.PastaPan: DaysTotallyRotten, 4
LOG  : General     , 1634577499181> Base.RicePan: DaysFresh, 2
LOG  : General     , 1634577499181> Base.RicePan: DaysTotallyRotten, 4
LOG  : General     , 1634577499181> Base.PastaPot: DaysFresh, 2
LOG  : General     , 1634577499181> Base.PastaPot: DaysTotallyRotten, 4
LOG  : General     , 1634577499181> Base.RicePot: DaysFresh, 2
LOG  : General     , 1634577499182> Base.RicePot: DaysTotallyRotten, 4
LOG  : General     , 1634577499182> Base.OpenBeans: FoodType, Vegetables
LOG  : General     , 1634577499182> Base.OpenBeans: UnhappyChange, 0
LOG  : General     , 1634577499182> Base.OpenBeans: EvolvedRecipe, Soup:25;Stew:25;Pie:25;Stir fry:25;Stir fry Griddle Pan:25;Roasted Vegetables:25;Salad:25;RicePan:25;RicePot:25
LOG  : General     , 1634577499205> Loading recipes...
LOG  : General     , 1634577499261> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499261> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499262> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499262> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499262> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499263> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499263> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499264> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499264> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499264> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499265> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499265> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499508> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499509> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499509> Warning: Radio worldsprite not valid
LOG  : General     , 1634577499509> Warning: Radio worldsprite not valid
LOG  : General     , 1634577500808> 5369 recipes loaded.
LOG  : General     , 1634577500808> Mod Loaded: Swatpack by Relihschneider (v1.0)
LOG  : General     , 1634577500838> 1634577500838 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1634577500844> STATE: enter zombie.gameStates.TISLogoState
LOG  : General     , 1634577503319> STATE: exit zombie.gameStates.TISLogoState
LOG  : General     , 1634577503320> STATE: enter zombie.gameStates.MainScreenState
LOG  : General     , 1634577503320> EXITDEBUG: MainScreenState.enter 1
LOG  : Lua         , 1634577503326> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : General     , 1634577503617> ERROR: Missing translation "IGUI_Hair_HatLong"
LOG  : General     , 1634577503618> ERROR: Missing translation "IGUI_Hair_HatLongBraided"
LOG  : General     , 1634577503618> ERROR: Missing translation "IGUI_Hair_HatLongCurly"
LOG  : General     , 1634577503618> ERROR: Missing translation "IGUI_Hair_GrungeyBehindEarsG2Hat"
LOG  : General     , 1634577503618> ERROR: Missing translation "IGUI_Hair_GrungeyBehindEarsHat"
LOG  : General     , 1634577503618> ERROR: Missing translation "IGUI_Hair_LongBraidedHat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_LongBraidedG2Hat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_BraidsHat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_BraidsG2Hat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_BuffontHat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_BuffontG2Hat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_GreasedBackHat"
LOG  : General     , 1634577503619> ERROR: Missing translation "IGUI_Hair_GreasedBackG2Hat"
LOG  : Lua         , 1634577503682> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503683> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503684> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503685> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503685> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503686> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Survivor.lua
LOG  : Lua         , 1634577503686> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503687> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503688> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Builder.lua
LOG  : Lua         , 1634577503688> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503689> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503689> Loading: media/lua/shared/Sandbox/Beginner.lua
LOG  : Lua         , 1634577503690> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503691> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503691> Loading: media/lua/shared/Sandbox/FirstWeek.lua
LOG  : Lua         , 1634577503692> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503692> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503693> Loading: media/lua/shared/Sandbox/Survival.lua
LOG  : Lua         , 1634577503693> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
LOG  : Lua         , 1634577503694> Loading: C:\GAMES\Steam\steamapps\workshop\content\108600\1934168657\mods\ApocoPz (41.53 IWBUMS)\media\lua\shared\Sandbox\Apocalypse.lua
